age,workclass,fnlwgt,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
46,2,353824,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,2,174215,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,United-States,<=50K
25,2,458549,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,96,Mexico,<=50K
33,4,105229,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
38,1,115634,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
29,2,337953,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
37,2,95855,7,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K
28,2,197905,10,Widowed,Craft-repair,Own-child,White,Male,0,0,60,United-States,<=50K
17,2,78602,7,Never-married,Other-service,Other-relative,White,Female,0,0,20,United-States,<=50K
31,4,216283,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United-States,<=50K
38,2,272017,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,2,302195,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
44,2,270147,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States,>50K
39,2,187098,15,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,47,United-States,>50K
19,2,400195,9,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
62,5,162678,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
34,2,314375,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,2,227931,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
35,2,308489,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,50,United-States,>50K
63,2,134960,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Scotland,<=50K
36,2,103925,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,Germany,<=50K
33,2,388672,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
41,2,136419,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,75,United-States,>50K
53,2,88842,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,United-States,>50K
36,4,151094,11,Separated,Exec-managerial,Not-in-family,White,Male,0,0,48,United-States,<=50K
52,2,240612,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,Peru,<=50K
50,2,279129,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,>50K
90,2,250832,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
21,2,391312,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,30,United-States,<=50K
42,2,66460,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K
25,2,231638,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
58,3,182062,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,24,United-States,>50K
20,2,281608,10,Never-married,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
20,2,68358,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,United-States,<=50K
27,2,85126,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
46,2,155489,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,<=50K
58,1,98361,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
36,2,115834,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,7298,0,55,United-States,>50K
49,4,175622,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
35,2,168817,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
54,2,167380,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
54,2,159755,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,>50K
40,0,241895,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
24,2,112009,9,Divorced,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K
28,4,146949,6,Never-married,Sales,Own-child,White,Male,0,0,80,United-States,<=50K
27,2,132191,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,1,51158,10,Married-civ-spouse,Tech-support,Wife,White,Female,7298,0,36,United-States,>50K
18,2,430930,7,Never-married,Priv-house-serv,Own-child,White,Female,0,0,6,United-States,<=50K
46,2,160647,13,Widowed,Tech-support,Unmarried,White,Female,0,0,38,United-States,<=50K
70,2,145419,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,5,United-States,<=50K
48,5,77102,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
90,2,141758,5,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
23,2,132220,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
48,2,188432,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3103,0,46,United-States,<=50K
29,1,169544,10,Never-married,Protective-serv,Own-child,White,Male,0,0,48,United-States,<=50K
35,2,36989,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
22,2,214716,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
59,2,205759,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
41,4,252392,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,96,Mexico,<=50K
58,1,283635,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
55,2,80167,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
66,4,167687,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,1409,0,50,United-States,<=50K
21,2,342575,10,Never-married,Sales,Own-child,Black,Female,0,0,35,United-States,<=50K
25,2,232991,3,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,Mexico,<=50K
20,2,157332,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,<=50K
31,2,290964,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,38,United-States,<=50K
31,2,49325,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
21,2,163333,10,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
71,2,118876,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,14,United-States,<=50K
18,2,50879,6,Never-married,Other-service,Own-child,White,Male,0,0,6,United-States,<=50K
28,2,370675,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,1408,50,Hong,<=50K
40,4,223881,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,70,United-States,>50K
49,2,175109,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,5178,0,40,United-States,>50K
42,2,152676,9,Divorced,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
53,2,266529,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
21,2,214716,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,<=50K
40,2,135056,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K
24,2,283757,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,39,United-States,<=50K
39,2,30673,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,<=50K
37,2,60313,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
51,2,107123,4,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
38,2,266645,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
21,2,311570,12,Never-married,Tech-support,Own-child,White,Female,0,0,35,United-States,<=50K
70,4,165586,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
36,2,122240,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
53,3,157881,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K
24,2,43535,13,Never-married,Other-service,Not-in-family,White,Female,0,0,32,United-States,<=50K
24,2,172496,14,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,United-States,<=50K
56,5,68658,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
50,0,251585,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,<=50K
58,2,83542,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,2,65372,16,Divorced,Sales,Unmarried,White,Female,0,0,50,United-States,<=50K
17,2,168203,4,Never-married,Farming-fishing,Other-relative,Other,Male,0,0,40,Mexico,<=50K
25,1,249214,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
27,2,192698,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
19,2,219300,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
30,2,226396,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,30,United-States,<=50K
34,2,207564,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,12,United-States,<=50K
23,2,13769,10,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,30,United-States,<=50K
42,2,109912,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
39,2,49308,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,2,64292,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
27,2,243569,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3942,0,40,United-States,<=50K
35,2,170797,13,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
33,2,236304,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,60,United-States,>50K
49,3,140644,13,Married-civ-spouse,Sales,Husband,White,Male,5013,0,45,United-States,<=50K
28,2,184831,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
42,4,342634,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,Cambodia,<=50K
20,2,233624,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
39,3,218184,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1651,40,Mexico,<=50K
60,1,168381,11,Widowed,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
34,2,379412,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
38,2,160035,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K
26,2,335533,9,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States,<=50K
39,4,187693,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,72,United-States,<=50K
40,2,227466,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,50,United-States,<=50K
48,2,46677,12,Divorced,Exec-managerial,Unmarried,White,Female,0,0,42,United-States,<=50K
39,2,174368,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
25,2,277444,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
49,3,77132,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Canada,>50K
46,0,46537,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
33,2,123253,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
63,4,388594,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,>50K
54,3,98051,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,54,United-States,>50K
20,2,378546,9,Never-married,Craft-repair,Own-child,White,Male,0,0,25,United-States,<=50K
61,2,217125,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
31,4,37284,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
26,2,93017,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
45,2,187563,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,45,United-States,<=50K
61,4,201965,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
36,2,68798,9,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
21,2,202125,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
17,2,154908,6,Never-married,Other-service,Own-child,White,Female,0,0,10,United-States,<=50K
51,2,190762,2,Widowed,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,<=50K
58,2,34169,10,Married-civ-spouse,Sales,Husband,White,Male,3103,0,25,United-States,<=50K
45,2,229967,9,Divorced,Exec-managerial,Not-in-family,White,Male,13550,0,50,United-States,>50K
41,1,488706,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
20,2,198478,9,Never-married,Farming-fishing,Other-relative,White,Male,0,0,40,United-States,<=50K
28,2,148645,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
30,2,303867,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,44,United-States,<=50K
60,2,165517,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
27,2,269246,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,3464,0,45,United-States,<=50K
49,2,155489,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
46,2,160474,9,Divorced,Adm-clerical,Unmarried,White,Female,0,1590,43,United-States,<=50K
41,2,112763,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
28,4,240172,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
30,2,227551,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
46,1,216647,6,Divorced,Protective-serv,Unmarried,White,Female,0,0,20,United-States,<=50K
23,0,361278,10,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,20,United-States,<=50K
58,4,131991,13,Never-married,Farming-fishing,Own-child,White,Male,0,0,72,United-States,<=50K
49,2,296849,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
44,2,208606,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
30,2,347132,10,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,<=50K
24,2,163053,7,Never-married,Sales,Not-in-family,White,Female,0,0,36,United-States,<=50K
38,2,225707,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Cuba,<=50K
39,2,238415,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
23,2,193949,13,Never-married,Sales,Own-child,White,Female,0,0,60,United-States,<=50K
25,2,120535,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
49,2,142287,10,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
48,5,148306,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
39,2,101146,9,Divorced,Prof-specialty,Not-in-family,White,Female,4650,0,40,United-States,<=50K
21,2,96178,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
48,2,38950,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K
23,2,125106,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
42,2,355728,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,44,United-States,<=50K
34,2,430554,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
49,2,195554,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,44,United-States,<=50K
61,2,224699,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,30,United-States,>50K
20,2,319758,10,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K
67,2,123393,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
32,2,100904,10,Separated,Other-service,Unmarried,Other,Female,0,0,70,United-States,<=50K
21,2,285457,10,Never-married,Transport-moving,Own-child,White,Male,0,0,50,United-States,<=50K
33,5,167474,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
41,2,100451,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,38,United-States,>50K
30,2,101266,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
41,1,125268,13,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,<=50K
39,2,212840,13,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,<=50K
32,2,199963,7,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
50,0,65160,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
50,2,141608,9,Separated,Other-service,Unmarried,White,Female,0,0,45,United-States,<=50K
23,2,32950,10,Never-married,Transport-moving,Not-in-family,White,Male,4101,0,40,United-States,<=50K
44,2,101214,13,Divorced,Sales,Unmarried,White,Male,0,0,44,United-States,<=50K
20,2,215495,5,Never-married,Exec-managerial,Other-relative,White,Female,0,0,40,Mexico,<=50K
43,0,95902,12,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States,>50K
34,5,216283,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States,>50K
42,2,187294,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
30,1,257796,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,2,41809,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
34,2,115040,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,<=50K
43,2,147510,13,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K
30,5,70617,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,10,China,<=50K
26,2,141824,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
52,2,206862,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
47,1,284871,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
55,3,207489,13,Divorced,Sales,Not-in-family,White,Female,0,0,50,Germany,<=50K
58,2,116901,9,Divorced,Other-service,Unmarried,White,Female,0,0,25,United-States,<=50K
43,2,158177,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,35,United-States,<=50K
60,0,119832,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,40,United-States,>50K
67,2,188903,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
35,2,65876,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
35,1,302149,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,7298,0,40,Philippines,>50K
20,2,289982,9,Never-married,Sales,Own-child,White,Female,0,0,10,El-Salvador,<=50K
29,2,264961,9,Never-married,Craft-repair,Own-child,White,Male,0,0,45,United-States,<=50K
49,2,105449,13,Never-married,Priv-house-serv,Not-in-family,White,Male,0,0,25,United-States,<=50K
76,0,25319,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,15,United-States,<=50K
32,3,244665,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,45,United-States,>50K
21,2,72119,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,<=50K
52,1,182856,14,Never-married,Prof-specialty,Not-in-family,White,Male,10520,0,45,United-States,>50K
38,2,173047,13,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,213,40,Philippines,<=50K
55,5,175127,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,38,United-States,>50K
37,2,99357,12,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
35,2,99146,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
75,4,205860,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,1735,40,United-States,<=50K
46,5,273771,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
27,5,176727,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,2,191515,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
42,2,342865,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
43,4,73883,13,Divorced,Sales,Unmarried,White,Male,0,0,45,United-States,<=50K
33,2,333701,11,Never-married,Other-service,Unmarried,Black,Male,0,0,40,United-States,<=50K
70,2,89787,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States,<=50K
40,5,151038,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
20,2,163665,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K
46,2,167915,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
38,2,95336,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
47,1,244813,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
57,5,32694,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
21,2,190761,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,<=50K
90,4,83601,15,Widowed,Prof-specialty,Not-in-family,White,Male,1086,0,60,United-States,<=50K
25,2,195994,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
42,2,572751,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Nicaragua,<=50K
38,3,148287,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
21,2,301556,9,Never-married,Other-service,Own-child,White,Female,0,0,19,United-States,<=50K
37,1,244341,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
45,0,102569,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
67,1,103315,14,Never-married,Exec-managerial,Other-relative,White,Female,15831,0,72,United-States,>50K
42,4,40024,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,66,United-States,<=50K
25,2,112835,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
20,3,245611,10,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States,<=50K
60,4,224377,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
26,2,311743,9,Separated,Other-service,Unmarried,White,Female,0,0,39,United-States,<=50K
31,0,126501,11,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
29,2,112754,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
34,4,152109,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
41,2,105616,10,Widowed,Adm-clerical,Unmarried,Black,Female,0,0,48,United-States,<=50K
23,2,189203,10,Never-married,Other-service,Not-in-family,White,Male,0,0,25,United-States,<=50K
58,2,267663,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Mexico,<=50K
22,2,264738,9,Never-married,Exec-managerial,Other-relative,White,Female,0,0,42,Germany,<=50K
66,4,262552,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,7,United-States,<=50K
45,4,244813,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,>50K
38,2,85399,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
44,2,138845,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
48,1,195416,9,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
38,4,198867,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
36,2,95654,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,Iran,>50K
38,2,343403,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,16,United-States,<=50K
41,4,190290,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
55,1,133201,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
29,1,132412,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
47,2,199058,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
67,4,132626,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,<=50K
57,2,61298,3,Separated,Machine-op-inspct,Other-relative,White,Female,0,0,40,Ecuador,<=50K
49,2,185041,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
42,2,26915,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
47,2,165484,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,<=50K
17,2,56536,7,Never-married,Sales,Own-child,White,Female,1055,0,18,India,<=50K
36,2,198587,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
49,2,137192,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,1977,50,South,>50K
46,5,193047,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37,United-States,>50K
45,3,139268,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
29,2,259226,7,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,48,United-States,<=50K
29,2,250967,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
35,2,189092,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
21,2,116358,9,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
38,1,162613,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,2258,60,United-States,<=50K
35,3,99146,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K
17,2,170455,7,Never-married,Sales,Own-child,White,Female,0,0,8,United-States,<=50K
47,2,182054,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,2,115254,10,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
57,2,275943,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
56,2,99359,9,Divorced,Adm-clerical,Unmarried,White,Female,0,1617,40,United-States,<=50K
36,0,128884,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,48,United-States,<=50K
47,2,224752,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
20,2,117476,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
